,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
26212,48,1,0,1,0,1,0,1,12,431.27,34570.47,26.0,716.59,1,1,1,3,3,3
26213,17,1,1,1,0,0,2,2,9,118.51,61478.83,15.976715237406287,796.6,0,1,0,0,4,2
26214,35,1,1,0,0,2,1,0,8,88.06,8097.72,14.0,137.83711012784192,1,0,1,1,7,5
26215,50,0,1,5,1,1,1,0,17,33.26,61653.08,11.0,721.29,0,1,1,3,8,2
26216,32,1,2,2,0,0,2,0,20,211.72,46564.88,-16.901792323489524,646.75,1,1,1,3,7,4
26217,43,1,1,4,1,0,0,1,8,544.24,44159.8,17.0,718.56,1,1,1,1,1,3
26218,37,0,1,4,0,0,2,2,14,44.03,46784.27,7.0,686.8821987429081,1,0,1,2,6,2
26219,28,0,1,0,0,2,0,1,18,490.24,6564.17,14.0,676.54,1,0,1,2,0,5
26220,19,1,2,5,1,1,0,1,14,578.11,45855.7,12.0,776.17,0,1,0,0,7,3
26221,20,0,1,1,0,1,1,2,15,114.31,29366.42,27.0,788.23,0,1,1,1,7,3
26222,46,1,1,5,1,2,1,1,19,80.72,4258.37,18.0,686.8821987429081,0,1,1,2,1,4
26223,13,0,1,0,0,2,2,1,-999,455.04,48105.05,14.0,589.87,0,1,1,3,0,5
26224,42,1,1,0,0,1,2,0,24,31.93,45804.0,28.0,500.55,0,1,1,1,2,5
26225,33,1,1,4,0,2,2,2,11,-862.9575596241,3617.98,-8.344651334585965,766.83,1,0,1,1,0,3
26226,35,1,2,3,1,0,0,1,12,1021.66,24999.83,15.976715237406287,735.18,1,0,1,1,3,3
26227,63,0,1,4,0,2,1,2,12,81.97,10213.16,21.0,729.0,1,0,0,0,0,3
26228,51,0,0,2,1,2,2,2,10,32.74,11859.12,15.976715237406287,686.8821987429081,0,1,0,0,0,5
26229,40,0,0,5,1,0,1,2,5,668.1,8615.37,28.0,767.31,0,1,0,0,7,3
26230,20,1,2,1,0,0,2,2,15,31.89,31393.25,23.0,784.2,1,0,0,0,2,3
26231,25,1,1,0,0,2,1,1,9,471.9,15239.46,13.0,594.04,0,1,0,0,7,5
26232,14,0,2,2,1,1,2,1,11,71.79,44478.17,10.0,686.8821987429081,1,0,1,1,7,5
26233,53,0,1,5,0,1,2,0,18,102.27,13530.95,7.0,774.12,1,0,0,0,3,3
26234,54,1,0,5,0,1,2,0,12,30.95,30706.6,28.0,636.25,0,1,0,0,0,4
26235,49,1,0,2,0,1,1,2,2,235.24,14093.12,19.0,536.96,1,0,1,1,2,5
26236,61,1,0,5,1,1,1,0,6,65.68,16359.04,45.93839032106351,635.54,1,0,0,0,7,4
26237,53,1,0,3,0,0,2,2,10,309.22,41067.45,29.0,749.3,0,1,1,3,7,3
26238,36,1,1,0,0,1,1,0,24,52.2,16897.68,20.0,687.57,0,1,0,0,1,5
26239,52,1,1,2,0,2,2,2,18,262.19,49333.09,17.0,660.89,1,1,0,0,2,4
26240,58,1,0,0,1,1,1,1,4,475.92,21995.86,22.0,637.27,0,1,0,0,0,5
26241,33,0,1,4,1,0,0,2,22,232.33,60188.52,18.0,796.88,1,1,0,0,5,1
26242,36,0,1,5,0,2,1,2,14,139.59,38373.84,20.0,686.8821987429081,1,0,1,2,7,3
26243,24,1,0,0,1,2,2,2,15,464.94,36521.88,27.0,1143.7658386048286,1,0,0,0,3,5
26244,44,1,0,1,0,0,1,1,10,42.26,33726.26,8.0,757.55,1,0,1,1,3,3
26245,53,1,1,2,0,1,1,1,7,214.11,25527.11,23.0,574.35,0,1,1,2,0,5
26246,47,1,1,0,0,2,2,2,13,196.94,9271.91,15.976715237406287,625.01,1,0,0,0,7,4
26247,46,1,2,1,1,0,2,0,15,135.87,18820.01,10.0,220.0084234306297,0,1,1,1,3,4
26248,29,1,0,0,1,1,1,1,22,85.9,19613.43,9.0,678.92,1,0,0,0,7,5
26249,25,1,1,0,0,0,1,0,3,133.69,18555.26,15.0,617.04,0,1,1,3,0,4
26250,50,0,1,4,0,1,1,0,18,127.35,32638.09,15.976715237406287,793.09,0,1,0,0,7,3
26251,25,0,1,5,1,0,2,0,18,117.07,19557.68,17.0,686.8821987429081,0,1,1,2,0,4
26252,38,1,1,1,0,1,2,2,9,333.88,23252.54,15.976715237406287,824.01,0,1,1,2,6,1
26253,46,0,1,1,0,1,1,1,15,-966.872625695998,84344.91,18.0,771.75,0,1,1,1,8,2
26254,27,0,1,4,1,1,1,2,24,1168.9302393656228,27001.58,18.0,745.34,0,1,0,0,7,3
26255,35,1,1,3,0,2,2,2,13,102.86,6405.33,5.0,233.72598433767268,1,0,1,1,2,3
26256,48,0,0,5,1,1,1,1,17,148.15,28994.8,5.0,621.71,1,0,1,2,7,4
26257,37,1,0,2,0,2,0,0,23,311.26,1439.83,15.976715237406287,686.8821987429081,1,0,1,1,2,4
26258,10,1,1,5,1,0,2,2,10,214.37,62455.04,-11.454268080527907,686.8821987429081,1,1,0,0,8,2
26259,13,0,1,3,0,0,1,0,5,387.24,2328.13,23.0,686.8821987429081,0,1,0,0,2,3
26260,27,0,0,5,0,1,1,1,11,30.02,6148.71,16.0,710.72,1,0,0,0,3,4
26261,12,1,0,5,1,0,1,1,11,288.43,28454.97,22.0,722.9,1,0,0,0,1,3
26262,18,0,0,4,0,2,1,0,9,377.89,45054.05,13.0,792.45,0,1,0,0,0,3
26263,42,0,0,1,1,2,2,2,14,154.19,28450.11,23.0,609.08,0,1,1,3,1,4
26264,10,1,0,0,0,1,1,0,12,-728.6766669553073,17631.02,10.0,585.69,1,0,0,0,2,5
26265,24,1,0,3,0,1,1,0,5,39.64,9273.81,6.0,386.0753132712904,1,0,1,2,1,3
26266,42,1,1,0,0,2,2,2,19,69.91,7339.21,24.0,343.861028542746,0,1,1,3,7,4
26267,28,0,1,0,1,0,1,1,25,1096.235946626069,29418.74,23.0,579.85,0,1,0,0,2,5
26268,60,0,0,4,0,1,1,0,11,113.08,18766.46,27.0,788.39,0,1,0,0,1,3
26269,35,1,0,4,0,1,2,0,15,345.65,31970.59,25.0,686.8821987429081,1,0,0,0,1,3
26270,42,1,2,0,1,1,2,0,11,109.84,24075.92,8.0,686.8821987429081,1,0,1,2,0,4
26271,22,0,0,3,0,0,1,2,12,329.81,31999.49,29.0,753.63,0,1,1,2,7,3
26272,12,1,1,5,1,0,2,1,11,40.15,11454.82,21.0,700.25,0,1,1,3,1,3
26273,10,1,1,1,1,2,2,2,20,441.63,35414.91,22.0,686.8821987429081,0,1,1,3,7,4
26274,57,0,1,4,1,1,2,2,17,160.77,31421.82,10.0,1216.5804813724922,0,1,0,0,7,3
26275,32,0,0,1,1,1,1,0,10,667.52,48238.79,14.0,705.3,1,1,0,0,0,3
26276,61,1,2,0,0,1,2,0,14,371.79,4951.56,25.0,575.2,0,1,0,0,1,5
26277,17,1,0,5,1,0,1,0,14,69.31,42177.53,15.0,751.23,0,1,1,3,7,5
26278,49,1,0,1,0,1,2,0,14,172.27,27580.07,21.0,542.4280353962491,0,1,1,1,7,3
26279,32,1,2,5,1,1,2,0,12,117.74,7642.57,20.470797486082784,640.1,1,0,0,0,2,4
26280,25,1,0,4,1,2,2,1,22,194.97,26403.68,8.0,1031.5563237933188,0,1,1,3,2,5
26281,44,0,0,2,1,2,0,0,15,221.69,24442.45,19.0,949.1443914128968,0,1,0,0,2,5
26282,12,0,2,4,1,0,2,0,18,267.35,19787.02,28.0,767.0,1,1,1,3,0,3
26283,48,1,1,1,0,1,2,2,16,98.75,64599.28,4.0,774.5,1,0,1,2,6,2
26284,57,1,1,5,0,0,2,2,16,-989.2671477346124,41829.07,6.0,694.87,1,0,1,3,2,4
26285,43,0,1,0,0,1,1,0,19,353.11,4956.22,15.0,582.91,0,1,0,0,7,5
26286,55,0,0,2,1,1,2,0,17,579.1,43528.88,15.976715237406287,951.1039760610144,1,0,1,2,0,5
26287,11,1,2,1,0,2,2,1,13,372.14,16749.53,16.0,649.71,0,1,1,3,2,4
26288,37,0,2,5,1,2,1,1,8,160.72,22626.37,7.0,768.48,1,0,1,1,0,3
26289,62,0,0,0,0,2,1,2,3,180.31,23762.06,29.0,640.97,0,1,0,0,2,5
26290,43,1,1,0,0,0,1,2,7,187.55,5586.12,15.976715237406287,641.39,1,0,1,2,2,5
26291,19,0,0,4,1,2,2,2,12,102.35,6499.9,20.0,798.72,0,1,1,3,3,3
26292,13,1,0,0,1,2,0,0,15,757.95,30366.26,10.0,630.75,0,1,1,2,3,4
26293,29,1,0,4,1,1,2,0,6,442.61,35873.23,19.0,1066.6849009672833,1,1,0,0,4,1
26294,47,1,1,2,1,0,1,2,22,58.79,1575.94,15.976715237406287,657.44,0,1,1,1,2,4
26295,17,0,1,5,1,2,2,0,15,100.43,20937.66,13.0,1069.0439502496122,0,1,1,3,2,4
26296,12,1,0,0,1,2,1,0,20,32.53,6891.67,17.0,54.874775262833175,1,0,0,0,7,5
26297,26,1,1,0,1,2,1,0,11,255.69,25785.52,29.0,686.8821987429081,1,1,1,2,0,5
26298,44,0,1,0,0,0,2,1,19,193.12,20258.61,23.0,1053.7555132111902,1,0,0,0,2,5
26299,33,0,0,0,0,2,2,2,10,143.71,36106.0,26.0,689.8,1,0,0,0,0,4
26300,48,0,0,2,1,1,2,1,6,31.1,43702.1,25.0,686.8821987429081,1,0,1,3,0,5
26301,57,0,2,4,1,2,2,2,12,1185.2063501448336,35227.14,16.0,774.04,0,1,1,3,0,3
26302,26,0,0,4,0,0,1,2,18,34.3,36957.18,6.0,419.4475709458328,0,1,1,3,3,3
26303,55,0,2,1,1,1,2,2,23,261.2,23920.51,12.0,734.99,0,1,0,0,1,3
26304,56,1,1,3,1,1,2,1,12,838.95,33485.89,15.976715237406287,742.38,0,1,0,0,6,2
26305,18,1,1,2,0,0,2,0,4,279.96,4670.52,25.0,588.72,1,0,1,2,7,4
26306,19,0,1,1,1,0,2,0,8,158.84,4918.4,27.0,706.76,1,0,1,2,7,4
26307,19,1,0,5,1,2,2,1,12,37.01,5333.87,13.0,651.71,0,1,1,3,2,4
26308,40,0,0,2,0,0,1,1,17,340.21,40176.19,21.0,639.84,1,1,1,2,2,5
26309,53,0,0,2,0,0,1,2,22,144.99,35492.63,10.0,539.41,1,0,0,0,1,5
26310,22,1,0,0,1,2,1,1,14,30.66,7170.81,10.0,534.86,0,1,0,0,0,5
26311,58,0,0,1,0,2,2,2,6,245.36,22189.33,13.0,1460.2350061632242,0,1,0,0,2,4
26312,53,0,1,1,1,1,1,2,18,63.92,9574.89,-7.783944433154474,686.8821987429081,0,1,0,0,3,4
26313,37,0,1,0,0,1,2,1,11,-502.5564113246152,47082.34,20.0,1043.4496381805384,0,1,0,0,1,4
26314,54,1,1,3,0,2,2,2,10,220.77,14403.37,17.0,765.31,1,0,1,3,3,3
26315,12,0,2,5,0,2,2,2,12,303.0,24984.04,18.0,1020.3055688845,0,1,0,0,2,3
26316,22,0,0,0,0,1,2,1,14,-1123.0212963422578,11811.76,6.0,668.72,1,0,0,0,2,5
26317,51,1,0,3,0,2,1,2,14,301.33,7937.68,14.0,743.72,0,1,1,2,3,3
26318,26,0,0,1,1,1,1,1,11,114.59,77335.61,4.0,808.91,1,0,1,2,4,1
26319,64,1,1,5,1,0,1,1,4,60.17,18293.02,24.0,1010.7591146081692,1,0,0,0,7,4
26320,24,0,1,1,1,1,1,0,24,70.22,11778.37,24.0,705.7,1,0,1,1,2,3
26321,10,0,0,2,1,2,1,0,19,31.68,30599.35,9.0,639.94,0,1,0,0,2,5
26322,22,1,0,1,0,2,1,1,-999,171.33,41667.44,15.0,638.41,1,0,0,0,0,4
26323,37,0,0,3,1,2,0,0,10,547.93,16411.66,11.0,793.53,1,0,1,1,3,3
26324,61,0,1,5,1,0,2,1,12,290.22,15345.38,27.0,686.8821987429081,1,0,0,0,7,3
26325,21,0,1,5,0,1,2,2,18,285.59,28517.01,24.0,712.27,1,0,1,1,3,4
26326,16,1,2,5,1,0,0,1,6,213.89,2932.46,23.0,782.99,1,0,1,1,7,3
26327,30,0,0,5,1,2,2,0,13,460.45,28420.48,6.0,700.57,1,0,1,3,7,3
26328,57,1,0,4,1,0,2,1,-999,111.58,25171.62,23.0,735.24,1,0,1,1,3,3
26329,11,1,0,5,0,1,2,2,12,456.72,32149.12,18.0,796.79,0,1,0,0,7,3
26330,47,1,2,0,1,2,0,2,20,33.29,44367.41,26.0,1054.8766640942813,1,0,0,0,3,4
26331,24,1,1,4,0,0,2,1,25,34.22,66649.14,3.0,736.74,0,1,1,2,5,2
26332,27,0,0,0,0,2,0,2,15,419.67,7714.6,21.0,662.41,0,1,1,2,3,5
26333,26,1,0,2,0,1,1,1,10,890.9,44135.62,11.0,521.21,1,1,0,0,1,5
26334,64,1,1,5,0,1,2,2,12,64.6,30279.84,12.0,768.08,1,0,1,2,3,3
26335,15,0,1,4,1,0,1,2,19,31.58,20368.95,5.0,775.1,1,0,1,1,2,3
26336,43,0,1,2,0,2,1,1,16,256.21,12455.72,29.0,572.74,0,1,0,0,0,5
26337,63,0,1,3,0,1,2,0,21,71.56,49600.41,25.0,784.22,0,1,1,1,7,3
26338,61,1,0,2,0,0,2,2,20,39.47,43835.41,6.0,554.84,1,0,0,0,3,5
26339,62,0,0,3,1,2,2,2,15,558.8,13183.19,20.0,728.46,0,1,1,1,7,3
26340,44,1,1,5,1,1,1,1,3,181.94,48344.7,5.0,643.81,0,1,1,2,3,4
26341,57,1,1,2,0,1,2,1,11,258.14,45000.26,31.45993948749856,523.66,1,0,0,0,2,5
26342,29,1,0,3,0,1,1,2,14,196.24,27934.31,25.0,799.46,0,1,1,1,0,3
26343,52,0,0,3,0,1,1,0,2,360.18,8351.33,5.0,775.44,1,0,1,1,4,1
26344,36,1,1,2,1,2,2,1,13,1411.001296886133,20282.5,29.0,698.18,1,1,0,0,0,4
26345,56,1,0,3,0,1,1,2,20,33.95,22335.87,5.0,784.45,0,1,0,0,7,3
26346,34,1,1,0,1,1,0,1,13,641.06,11314.98,5.0,692.04,1,1,1,2,1,4
26347,25,1,1,4,0,1,2,2,23,39.98,48553.41,22.0,707.55,0,1,1,1,2,3
26348,10,1,0,0,1,0,0,2,15,528.54,46239.85,16.0,686.8821987429081,0,1,0,0,3,5
26349,13,0,2,4,1,1,1,1,23,1399.7809428439364,65001.56,3.0,775.53,1,0,0,0,5,1
26350,41,1,0,4,0,1,2,2,2,1013.6933963648956,21744.84,10.0,780.51,1,0,1,2,6,1
26351,50,1,1,4,0,2,2,2,3,57.71,9183.03,14.0,793.04,1,0,1,1,0,3
26352,57,0,2,5,0,2,1,1,16,31.03,37611.89,20.0,765.48,0,1,0,0,7,3
26353,16,0,2,2,1,1,2,1,5,99.73,28844.26,24.0,643.4,0,1,1,1,2,4
26354,18,1,0,3,1,1,0,0,9,516.79,2800.89,14.0,816.81,1,0,0,0,5,1
26355,55,1,0,5,1,1,1,2,6,663.77,1596.36,20.0,1153.2684864715402,1,0,1,1,2,4
26356,63,1,0,3,1,1,1,0,25,108.42,10809.35,28.0,768.55,0,1,1,1,1,3
26357,20,1,1,0,0,2,1,0,9,183.65,39875.41,17.0,646.18,0,1,0,0,3,4
26358,63,1,0,4,1,0,2,2,10,168.42,26373.31,5.0,711.65,1,0,0,0,0,3
26359,12,0,2,1,0,1,1,2,16,120.05,62810.77,17.0,686.8821987429081,1,0,0,0,4,2
26360,64,1,0,5,0,1,2,0,9,359.52,35577.93,17.0,745.71,1,0,1,1,3,3
26361,19,1,0,5,0,1,2,2,19,174.87,8087.24,20.0,686.8821987429081,0,1,1,2,1,4
26362,11,1,1,4,0,2,1,1,18,85.35,83419.85,15.976715237406287,792.72,1,0,1,2,6,1
26363,47,1,0,1,0,2,1,2,8,-845.9274952615682,13482.05,2.0,301.8198761356432,0,1,1,3,6,1
26364,55,0,0,0,1,0,2,1,20,241.0,33313.65,13.0,809.3956230775792,1,1,1,1,3,5
26365,39,0,1,3,0,2,2,0,9,-780.1426023629924,10552.5,9.0,724.44,0,1,1,2,2,3
26366,18,0,0,1,0,1,2,0,24,187.99,28324.5,16.0,184.20243839552188,0,1,1,3,0,3
26367,56,0,1,2,0,0,2,0,9,-733.9390343104187,19466.98,23.0,385.6394430863041,1,0,1,1,2,5
26368,58,1,0,2,1,2,1,2,20,34.55,6496.19,26.0,227.5332564365824,0,1,1,2,0,5
26369,33,0,0,4,0,2,0,0,14,407.64,52436.93,13.0,782.66,0,1,0,0,6,1
26370,55,0,0,5,0,0,1,1,12,55.36,2706.38,9.0,799.39,0,1,0,0,8,2
26371,39,1,0,1,0,2,1,2,14,95.3,31877.25,22.0,620.86,1,0,0,0,2,4
26372,45,1,0,3,1,0,2,0,17,243.81,18732.59,3.0,686.8821987429081,1,0,0,0,5,2
26373,35,1,1,1,0,2,2,2,9,124.13,42095.5,12.0,669.06,1,0,1,3,7,4
26374,58,0,1,0,0,1,2,0,10,34.28,18843.06,27.0,710.28,0,1,0,0,3,4
26375,32,1,1,0,1,0,1,0,21,391.72,30164.86,22.0,577.32,1,1,1,1,0,5
26376,24,0,0,1,0,1,2,1,15,51.76,34140.78,29.0,722.8,0,1,1,2,0,3
26377,37,1,1,2,0,1,1,2,11,34.16,32257.68,23.0,663.68,0,1,1,3,0,4
26378,42,1,0,0,1,1,2,2,11,270.05,22596.61,28.0,657.04,1,1,1,2,0,5
26379,37,0,1,3,0,0,0,1,4,462.93,25598.24,6.0,780.45,0,1,0,0,7,3
26380,58,1,1,3,1,0,2,2,13,470.53,2973.42,12.0,1079.518594756816,0,1,0,0,2,3
26381,27,0,0,0,1,0,2,1,20,38.48,49548.39,28.0,652.18,0,1,1,2,7,5
26382,57,0,0,0,1,0,2,2,16,42.48,39420.27,5.0,311.22331225246813,0,1,0,0,1,4
26383,45,1,1,0,0,0,1,0,13,370.2,30206.31,40.179076136524074,628.29,1,0,1,2,1,5
26384,63,1,1,3,1,2,0,1,5,345.62,8344.17,19.0,763.95,1,0,0,0,3,3
26385,46,0,1,4,0,0,1,1,9,878.84,12577.92,26.0,1213.6386001552237,1,0,1,3,1,3
26386,17,1,0,0,0,1,1,0,22,311.55,9935.18,23.0,637.65,1,1,0,0,2,5
26387,34,1,1,1,1,2,2,0,8,62.05,37634.39,27.0,354.9057153041084,1,0,1,1,7,3
26388,21,1,1,4,0,2,2,0,21,133.06,45552.83,13.0,750.76,1,0,1,2,7,3
26389,32,0,0,1,0,0,2,1,4,86.37,43554.02,16.0,711.01,0,1,0,0,7,4
26390,38,0,0,5,0,0,1,2,6,356.5,3127.1,14.0,749.17,1,1,0,0,8,2
26391,42,0,2,2,1,0,1,1,11,32.18,17784.29,24.0,546.44,0,1,0,0,1,5
26392,13,0,1,2,0,0,0,1,-999,37.15,34579.38,27.0,324.84561579308564,0,1,0,0,7,5
26393,27,1,1,4,0,0,1,2,8,397.42,80784.13,5.0,703.62,1,0,1,2,5,2
26394,29,1,2,0,1,0,0,2,4,669.0,32507.36,8.0,515.11,1,1,0,0,0,5
26395,34,1,1,3,1,0,0,2,-999,-1603.836496767788,16004.26,20.0,746.99,1,0,0,0,1,3
26396,45,1,1,4,0,2,2,1,7,342.61,34500.71,18.0,740.6,1,0,1,3,7,3
26397,48,1,1,0,1,0,2,0,22,119.57,28056.83,5.0,677.18,1,0,1,3,7,5
26398,24,1,1,2,0,2,1,1,11,-777.0020287980977,44446.49,25.0,324.3337505868005,1,1,0,0,2,5
26399,64,0,1,5,0,0,2,0,-999,171.08,98275.76,14.0,735.5,0,1,0,0,6,2
26400,63,1,2,2,1,0,2,2,-999,34.5,6184.73,21.0,607.82,0,1,1,2,2,4
26401,55,1,0,2,1,0,2,1,25,144.82,40492.76,10.0,1032.0130064122054,1,0,0,0,0,5
26402,48,1,0,0,0,2,2,0,-999,369.01,13555.61,25.0,659.99,1,1,0,0,3,5
26403,52,0,0,0,1,0,2,0,3,507.67,5487.38,25.0,686.8821987429081,0,1,1,2,0,5
26404,34,1,2,5,1,1,2,1,22,106.99,33022.75,6.0,610.46,0,1,1,3,1,4
26405,46,0,1,5,0,2,2,1,4,68.12,39489.87,19.0,787.21,0,1,0,0,1,3
26406,43,1,1,0,0,0,2,2,13,32.85,5727.56,29.0,671.56,0,1,1,1,7,4
26407,40,1,2,5,0,0,2,2,7,197.62,21498.39,-15.14930746134143,718.51,0,1,1,3,3,3
26408,28,1,1,5,1,1,1,0,18,41.21,23337.39,6.0,270.8529530112143,1,0,0,0,7,4
26409,18,1,2,0,1,1,1,0,19,-888.3226676042523,3390.23,25.0,668.5,0,1,1,3,2,5
26410,50,1,1,2,0,0,1,2,15,314.12,30126.02,20.0,531.14,1,0,1,1,0,5
26411,62,1,1,4,1,2,1,0,6,158.38,40552.83,11.0,792.07,1,0,0,0,0,3
26412,44,0,0,0,0,1,1,1,18,74.44,12350.89,15.976715237406287,589.08,0,1,1,2,7,5
26413,63,1,0,0,1,0,2,0,16,34.58,48596.39,8.0,640.19,1,0,0,0,3,4
26414,45,0,0,1,1,2,2,2,14,189.77,46219.2,27.0,1098.3381059628407,1,0,1,3,2,4
26415,38,1,0,0,1,2,2,1,13,219.81,23987.2,19.0,602.59,1,0,0,0,3,4
26416,47,1,2,4,1,2,1,0,18,34.33,47384.68,19.0,769.53,1,0,0,0,7,3
26417,27,1,0,0,0,0,1,0,16,2492.4418202461843,35664.62,22.0,651.44,1,0,0,0,0,5
26418,17,0,0,2,0,1,0,1,3,70.82,17759.0,11.0,584.76,0,1,1,1,0,5
26419,10,1,0,2,0,2,1,2,10,164.47,41836.67,12.0,613.9,1,0,1,1,1,5
26420,18,1,1,3,1,1,1,1,18,827.07,82155.68,13.0,809.71,1,0,1,2,5,5
26421,55,1,0,4,1,2,2,1,1,104.89,66842.01,4.0,847.78,0,1,0,0,8,1
26422,36,1,1,1,0,1,2,0,9,155.34,18875.52,15.0,703.66,0,1,1,2,1,4
26423,20,1,1,2,1,1,2,0,11,718.07,23847.9,17.0,330.65181181318087,0,1,1,3,2,5
26424,23,1,1,1,1,2,2,1,14,120.94,20864.22,14.0,779.76,0,1,1,2,2,3
26425,23,1,0,0,1,2,2,1,-999,756.58,40366.85,27.0,516.35,1,1,1,1,7,5
26426,21,0,1,0,0,2,2,1,15,83.6,35143.44,11.0,628.84,0,1,0,0,2,5
26427,29,0,1,5,1,0,1,0,1,121.57,23752.15,20.0,674.2,0,1,0,0,7,4
26428,59,0,0,3,1,2,2,0,8,41.31,6476.02,-6.260290803996,425.3079690535692,0,1,1,2,0,3
26429,64,1,1,0,1,1,2,2,15,156.61,11996.27,13.0,686.8821987429081,0,1,1,1,0,4
26430,21,0,1,4,1,1,1,1,14,1079.9,89870.0,9.0,839.23,1,1,1,3,5,1
26431,34,0,2,0,1,0,1,2,14,49.4,46548.2,20.0,640.24,0,1,0,0,7,5
26432,19,1,2,3,0,2,0,0,6,207.73,35776.74,9.0,686.8821987429081,1,1,1,1,4,2
26433,16,1,1,5,1,2,2,0,9,84.42,40533.1,19.0,715.28,0,1,1,1,7,3
26434,35,1,0,0,1,2,1,1,8,132.38,11082.88,7.0,623.07,1,0,0,0,3,5
26435,31,1,0,2,1,1,1,2,2,839.5384485324249,15145.59,28.0,632.63,0,1,0,0,7,4
26436,23,1,1,4,0,0,2,2,5,174.23,43865.47,9.0,752.03,0,1,0,0,6,1
26437,36,0,1,4,1,1,2,0,1,498.43,5429.35,22.0,711.84,0,1,1,3,0,3
26438,50,0,0,4,1,0,0,2,9,988.59,6887.3,15.976715237406287,516.235452806187,1,0,1,2,0,3
26439,10,1,1,4,1,2,2,0,14,122.56,28671.29,36.978170089547746,718.18,0,1,1,2,7,3
26440,62,1,1,5,1,1,2,1,15,203.4,21120.42,15.0,650.36,0,1,0,0,7,4
26441,60,1,0,2,0,2,2,2,18,1064.6407953495536,9434.87,5.477334340880979,520.92,0,1,0,0,1,5
26442,61,1,0,0,0,1,1,1,21,-778.9155022309529,37889.0,8.0,510.79,1,0,0,0,0,5
26443,31,0,1,2,1,2,2,2,-999,33.54,14718.22,12.0,686.8821987429081,0,1,0,0,0,5
26444,55,0,1,2,1,2,2,2,17,32.04,49796.34,10.0,619.72,0,1,1,1,0,4
26445,56,0,0,5,0,2,2,2,2,935.0585791555684,53149.02,15.976715237406287,772.9,1,0,1,1,6,2
26446,64,1,1,5,1,0,2,2,6,685.14,7591.45,6.0,627.56,1,1,0,0,3,4
26447,54,1,1,5,1,1,1,1,13,-1098.143986654076,35459.52,14.0,660.03,1,0,1,3,3,4
26448,28,1,0,5,0,1,1,1,14,265.76,73867.84,11.0,727.78,1,1,0,0,4,2
26449,20,1,0,2,0,2,1,0,10,268.46,1521.97,21.0,650.99,1,0,1,2,1,5
26450,25,0,0,2,1,2,2,1,12,32.29,2116.66,28.0,660.63,0,1,1,3,3,4
26451,39,0,0,0,0,2,1,2,11,635.53,33437.41,25.0,626.84,1,1,1,1,3,5
26452,50,0,0,5,0,0,2,2,16,459.73,42227.77,8.0,613.85,1,1,1,1,7,4
26453,45,0,0,5,1,1,1,2,11,81.21,28457.52,6.0,709.07,0,1,1,2,7,3
26454,61,0,0,1,0,1,2,2,12,191.33,19194.58,21.0,744.34,1,0,0,0,0,3
26455,16,0,1,5,0,0,1,0,10,56.97,30570.54,10.0,661.82,1,0,1,3,2,4
26456,47,1,1,2,0,0,2,1,-999,188.2,13523.59,21.0,557.46,0,1,1,2,7,5
26457,11,0,1,1,0,2,1,0,12,105.7,36192.85,17.0,713.47,0,1,0,0,8,2
26458,36,0,0,0,1,2,1,2,12,31.61,24325.1,15.976715237406287,929.4883111227776,1,0,0,0,3,5
26459,21,1,0,2,0,0,0,2,11,511.41,49332.69,11.0,597.78,1,0,0,0,2,5
26460,26,1,0,1,0,2,2,0,9,-1021.2150263092544,15112.65,16.0,650.71,1,0,0,0,7,4
26461,38,1,0,4,1,0,1,1,11,77.46,37445.89,18.0,686.8821987429081,0,1,0,0,0,3
26462,28,0,0,0,1,1,1,0,12,-716.1233880410556,48596.86,8.0,695.82,1,0,1,3,0,5
26463,21,1,1,3,1,0,1,1,19,165.48,18233.1,26.0,686.8821987429081,0,1,1,2,1,3
26464,36,0,2,3,0,0,1,0,10,287.36,89272.47,5.0,774.44,1,1,0,0,4,1
26465,56,1,1,0,0,1,1,1,15,414.27,8411.65,10.0,601.59,0,1,1,3,2,5
26466,14,0,2,4,0,0,2,1,10,317.44,40953.7,15.976715237406287,754.35,0,1,0,0,7,3
26467,21,0,0,2,0,2,1,1,-999,31.54,19713.48,27.0,439.2613591568873,0,1,1,1,0,5
26468,54,0,0,5,0,2,1,2,15,30.77,30951.17,15.976715237406287,726.73,0,1,0,0,7,3
26469,17,1,1,3,1,0,2,1,24,1123.6661024997188,2561.34,15.976715237406287,731.33,1,0,0,0,3,3
26470,59,0,1,0,0,0,1,0,15,137.54,24630.46,9.0,509.09,1,0,0,0,0,5
26471,44,0,1,4,0,1,1,0,8,78.9,51225.22,11.0,288.781685422927,1,0,1,3,8,1
26472,44,0,1,2,1,0,2,0,10,108.32,39190.85,16.0,512.1,0,1,1,2,2,5
26473,61,1,1,0,0,1,0,1,9,398.5,40846.61,8.0,653.34,0,1,0,0,2,4
26474,30,0,0,4,1,1,2,2,12,70.98,25328.28,5.0,759.7,0,1,0,0,2,3
26475,58,1,0,2,0,0,2,1,10,136.75,12168.43,18.0,794.4562472688542,1,0,0,0,7,5
26476,38,0,0,2,1,1,2,2,8,168.91,10192.81,16.0,613.23,1,0,0,0,3,4
26477,38,1,2,5,1,1,1,0,9,138.17,34696.83,8.0,686.8821987429081,1,0,1,1,3,3
